page	refimg	numauto	chapitre
[sans numérotation]	0001	803980	[Page de faux-titre]
[sans numérotation]	0002	803981	
[sans numérotation]	0003	803982	Page de titre : Dictionnaire des termes de médecine, chirurgie, art vétérinaire, pharmacie, histoire naturelle, botanique, physique, chimie, etc
[sans numérotation]	0004	803983	
[sans numérotation]	0005	803984	Abréviations et signes abréviatifs le plus ordinairement employés dans les formules
VIII	0006	803985	
IX	0007	803986	
X	0008	803987	
XI	0009	803988	
[sans numérotation]	0010	803989	Errata
1	0011	803990	A. Aabam. Aabzhil. Abach. Abaissement. Abaisseur. Abajour. Abaptista ou abaptiston. Abarnahas
2	0012	803991	Abarnahas. Abarticulation. Abatage. Abatardir (s'). Abatardissement. Abattement. Abattre. Abbecourt. Abbeville. Abcéder. Abcès. Abdomen. Abdominal. Abdominoscopie. Abducteur
3	0013	803992	Abducteur. Abduction. Abeille. Abein. Abelmosch. Abensberg. Aberration. Ab-irritation. Ablactation. Ablation. Abluant. Ablution. Abolition. Abomasum ou abomasus. Abortif. Abouchement. Aboutir. Aboutissement. Abrabax ou Abraxas. Abracadabra
4	0014	803993	Abracadabra. Abracalan. Abrasion. Abréviation. Abreuvé. Abricot. Abrodiète. Abrotanum. Abruption. Abrus. Abscès. V. Abcès. Abscission. Absinthe (grande). Absorbant
5	0015	803994	Absorbant. Absorption. Abstème. Abstergent. Absterger. Abstersif. Abstersion. Abstinence. Absus. Abutilon. Acabit. Acacia (suc d'). Acajou (noix d')
6	0016	803995	Acajou (noix d'). Acampsie. Acanthabole. Acanthe. Acardie. Acarus. Acatalepsie. Acatapose. Acatastatique. Acaule. Acaweria. Accablement. Accélérateur. Accélération. Accéléré. Accent. Accès
7	0017	803996	Accès. Accessoire. Accident. Accidentel. Acclimaté. Acclimatement. Accompagnement. Accord. Accouchée. Accouchement
8	0018	803997	Accouchement. Accoucher. Accoucher. Accoucheur. Accoucheuse. Accouplement. Accoupler. Accoutumer. Accrétion. Accroissement. Acculer (s'). Acédie. Acéphale. Acéphalie. Acéphalorrache. Acéphalochire. Acéphalocyste. Acéphalogastre. Acéphalostome. Acéphalothore. Acerbe. Acerbité
9	0019	803998	Acerbité. Acéride. Acescence. Acescent. Acestride. Acétabule. Acétate
10	0020	803999	Acétate. Acéteux. Acétique. Acétite. Achaine ou achène. V. Akène. Ache. Achène, ou achaine. V. Akène. Achillée. Achimbassi. Achire. Achlys. Achne. Achores. Achoriste. Aciculaire. Acide. Acidifère. Acidifiable. Acidifiant. Acidification. Acidité
11	0021	804000	Acidité. Acidule. Aciduler. Acier. Aciesie. Acinaciforme. Acine. Acinesie. Aciniforme. Acinos. Acmastique. Acmé. Acmella. Acné. Acologie. Aconit. Aconitine
12	0022	804001	Aconitine. Acope. Acore faux. Acore vrai. Acorie. Acosmie. Acotylédon, ou acotylédoné. Acotylédonie. Acoumètre. Acoustico-malléen. Acoustique. Acquis. Acranie. Acrasie. Acratie. Acre. Acreté. Acrétopote. Acridophage. Acrimonie. Acrimonieux. Acrisie
13	0023	804002	Acrobystie. V. Acroposthie. Acritique. Acrochin. Acrochirèse. Acrochirisme. V. Acrochisèse. Acrochordon. Acrolénion. V. Olécrane. Acromial. Acromio-coracoïdien. Acromio-huméral (sous-). Acromion. Acromphale. Acropathie. Acroposthie. Acrosarque. Acrotériasme. Acrothymion. Acta. Acte. Actif. Action. Activité. Actuel. Acuité. Acuminé
14	0024	804003	Acuminé. Acutangulé. Acupuncture. Acyanoblepsie. Acysie. Adal. Adarticulation. Adclivité. Addéphagie. Adducteur. Adduction. Adech. Adecte. Adélide
