page	refimg	numauto	chapitre
sn	0001	7719644	[Plat]
sn	0002	7719645	
sn	0003	7719646	[Page de titre]
pb	0004	7719647	
sn	0005	7719648	1re Partie. Table par indications thérapeutiques des spécialités figurant dans cet ouvrage
pb	0006	7719649	
sn	0007	7719650	Table par indications thérapeutiques des spécialités figurant dans cet ouvrage
pb	0008	7719651	
sn	0009	7719652	I. - Albuminurie / II. - Alimentation - Régimes / III. - Analgésiques externes anesthésiques
sn	0010	7719653	IV. - Analgésiques internes antinévralgiques / V. - Anémie - Asthénie
sn	0011	7719654	
sn	0012	7719655	VI. - Antipyrétiques / VII. - Antiseptiques externes (Désinfectants)
sn	0013	7719656	VIII. - Antiseptiques internes (Antitoxiques) / IX. - Artériosclérose hypertension artérielle angine de poitrine
sn	0014	7719657	X. - Arthritisme - Goutte - Rhumatisme
sn	0015	7719658	
sn	0016	7719659	XI. - Blennorragie / XII. - Bronches et poumons asthme - coqueluche, etc.
sn	0017	7719660	
sn	0018	7719661	XIII. - Calmants - Antispasmodiques / XIV. - Coeur et appareil circulatoire
sn	0019	7719662	XV. - Constipation
sn	0020	7719663	XVI. - Convalescences
sn	0021	7719664	XVII. - Dermatoses - Acné - Eczéma - Furonculose, crevasses des seins, etc
sn	0022	7719665	XVIII. - Diabète
sn	0023	7719666	XIX. - Empoisonnements intoxications / XX. - Estomac
sn	0024	7719667	XXI. - Foie - Pancréas - Rate
sn	0025	7719668	XXII. - Gynécologie et obstétrique
sn	0026	7719669	XXIII. - Hémostatiques / XXIV. - Hypnotiques / XXV. - Intestins
sn	0027	7719670	
sn	0028	7719671	XXVI. - Lymphatisme - Scrofule - Rachitisme
sn	0029	7719672	XXVII. - Maladies infectieuses et parasitaires, grippe, paludisme, etc
sn	0030	7719673	XXVIII. - Nerfs (hystérie, épilepsie, neurasthénie, etc)
sn	0031	7719674	XXIX. - Obésité / XXX. - Ophtalmologie
sn	0032	7719675	XXXI. - Opothérapie et vaccinothérapie / XXXII. - Oto-rhino-laryngologie
sn	0033	7719676	XXXIII. - Peau et cuir chevelu (Gerçures, engelures, etc)
sn	0034	7719677	XXXIV. - Reconstituants - Stimulants toniques - Récalcifiants
sn	0035	7719678	XXXV. - Stomatologie
sn	0036	7719679	XXXVI. - Syphilis / XXXVII. - Système veineux - Hémorroïdes varices - Ulcères variqueux
sn	0037	7719680	XXXVIII. - Tuberculose
sn	0038	7719681	
sn	0039	7719682	XXXIX. - Tumeurs - Cancer / XL. - Vers intestinaux / XLI. - Voies génito-urinaires (Reins, vessie, urètre, testicules, etc...)
pb	0040	7719683	
sn	0041	7719684	2e Partie. Dictionnaire de spécialités pharmaceutiques
pb	0042	7719685	
1	0043	7719686	Acésine Guillaumin / Acétylarsan
2	0044	7719687	Achanol / Adrémine
3	0045	7719688	Adrénaline / Adrépatine
4	0046	7719689	Aethone / Agomensine Ciba
5	0047	7719690	Airol « Roche » / Alepsal Genévrier
6	0048	7719691	Algatan / Algocratine
7	0049	7719692	Algolane / Alibourine
8	0050	7719693	Aliment Tinardon
9	0051	7719694	Allonal « Roche »
10	0052	7719695	Aloysine / Alucol Wander
11	0053	7719696	Alunozal / Amibiasine
12	0054	7719697	Amidal / Ampoules Boissy
13	0055	7719698	Ampoules Churchill / Ampoules de Digalène « Roche »
14	0056	7719699	Ampoules de Pantopon « Roche » / Ampoules Reipar
15	0057	7719700	Ampoules de Sécacornine « Roche » / Ampoules de Spasmalgine « Roche »
16	0058	7719701	Ampoules de Théobryl « Roche » / Amylodiastase Thépénier
17	0059	7719702	Anapeptone Vassal / Anaquintine Lescène
18	0060	7719703	Androstine Ciba / Angéïne
19	0061	7719704	Angiolymphe du Docteur Rous
20	0062	7719705	Aniodol
21	0063	7719706	Antalgol Dalloz / Antasthène
22	0064	7719707	Anthéma. Sérum sérique antihémorragique des Docteurs Dufour et Le Hello / Anthraxone
23	0065	7719708	Antialgos Christiaens / Anti-asthmatiques du Docteur Cléry
24	0066	7719709	Antiasthme Bengalais
25	0067	7719710	Anti-asthmine Dehaussy
26	0068	7719711	Antigrippine Midy / Antiphlogistine
27	0069	7719712	Antiphymique Vadam / L'antirhoïde
28	0070	7719713	Antiurique de Contrexéville / Antonal
29	0071	7719714	Anusol / Aphloïne Trouette-Perret
30	0072	7719715	Apioline Chapoteaut / Aplexil
31	0073	7719716	Aquintol
32	0074	7719717	Arhema Gallier
33	0075	7719718	Arhéol / Arhine Lambiotte Frères
34	0076	7719719	Arquéritol Lesure / Arrhénuclène Bergevin
35	0077	7719720	Arséniode Buriat / Arsycodile
