page	refimg	numauto	chapitre
sn	0001	7720238	[Plat]
pb	0002	7720239	
sn	0003	7720240	[Page de titre]
sn	0004	7720241	1re Partie. Table par indications thérapeutiques des spécialités figurant dans cet ouvrage
sn	0005	7720242	Table par indications thérapeutiques des spécialités figurant dans cet ouvrage
sn	0006	7720243	I. - Alimentation - Régimes / II. - Antiseptiques - Désinfectants / III. - Appareil circulatoire
sn	0007	7720244	
sn	0008	7720245	IV. - Appareil digestif et ses annexes
sn	0009	7720246	
sn	0010	7720247	V. - Appareil génito-urinaire
sn	0011	7720248	VI. - Appareil respiratoire
sn	0012	7720249	
sn	0013	7720250	VII. - Arthritisme - Goutte - Rhumatisme - Algies diverses
sn	0014	7720251	VIII. - Dermatoses - Plaies
sn	0015	7720252	IX. - Gynécologie - Obstétrique
sn	0016	7720253	X. - Hémostatiques
sn	0017	7720254	XI. - Maladies infectieuses et parasitaires
sn	0018	7720255	XII. - Ophtalmologie / XIII. - Opothérapie - Vaccinothérapie - produits divers
sn	0019	7720256	XIV. - Oto-rhino-laryngologie / XV. - Reconstituants - Recalcifiants - Toniques
sn	0020	7720257	
sn	0021	7720258	
sn	0022	7720259	XVI. - Stomatologie / XVII. - Syphilis
sn	0023	7720260	XVIII. - Système nerveux
sn	0024	7720261	XIX. - Tuberculose
sn	0025	7720262	
sn	0026	7720263	XX. - Tumeurs - Cancer
sn	0027	7720264	2e Partie. Dictionnaire de spécialités pharmaceutiques
2	0028	7720265	Acétylarsan / Acodros
3	0029	7720266	Adral / Adrémine
4	0030	7720267	Adrénaline / Adrénoléine
5	0031	7720268	Adrépatine / Aérophagyl
6	0032	7720269	Aethone
7	0033	7720270	Agocholine
8	0034	7720271	Agomensine Ciba / Airol « Roche »
9	0035	7720272	Albuplast Vigier / Alepsal Genévrier
10	0036	7720273	Algarol Beaucourt / Algatan
11	0037	7720274	Algocratine / Alibourine
12	0038	7720275	Aliment Tinardon / Allocaïne Lumière
13	0039	7720276	Allonal « Roche »
14	0040	7720277	Aloysine / Alucol Wander
15	0041	7720278	Alunozal / Amibiasine
16	0042	7720279	Amidal / Amino-Sel Byla
17	0043	7720280	Ampoules Boissy / Ampoules Churchill
18	0044	7720281	Ampoules de Digalène « Roche » / Ampoules névrosthéniques Dausse
19	0045	7720282	Ampoules de Pantopon « Roche » / Ampoules Reipar
20	0046	7720283	Ampoules de Sécacornine « Roche » / Ampoules de Spasmalgine « Roche »
21	0047	7720284	Ampoules de Théobryl « Roche » / Amylodiastase Thépénier
22	0048	7720285	Anapeptone Vassal / Anaquintine Lescène
23	0049	7720286	Androstine Ciba / Anégrine
24	0050	7720287	Anexol / Angiolymphe du Docteur Rous
