page	refimg	chapitre
[sans numérotation]	0001	[Plat]
[sans numérotation]	0002	[Contreplat]
[sans numérotation]	0003	[Page de garde]
[page blanche]	0004	
[page blanche]	0005	
[page blanche]	0006	
[page blanche]	0007	
[page blanche]	0008	
[sans numérotation]	0009	[Page de titre]
[page blanche]	0010	
[sans numérotation]	0011	[Page de faux titre]
[page blanche]	0012	
[sans numérotation]	0013	[Page de titre]
[page blanche]	0014	
1	0015	Dictionnaire de médecine, de chirurgie et d'hygiène vétérinaires. H - Habitation
2	0016	Habitation
3	0017	Habitation
4	0018	Habitation / Haleine (Gros d') / Haleter / Halley / Harper / Harpin / Haut-mal
5	0019	Haut-somme / Hectique / Hémalopie
6	0020	Hémalopie / Hématémèse
7	0021	Hématémèse / Hématocèle
8	0022	Hématocèle
9	0023	Hématocèle
10	0024	Hématocèle / Hématurie
11	0025	Hématurie
12	0026	Hématurie
13	0027	Hématurie
14	0028	Hématurie
15	0029	Hématurie
16	0030	Hématurie
17	0031	Hématurie
18	0032	Hématurie
19	0033	Hématurie
20	0034	Hématurie
21	0035	Hématurie
22	0036	Hématurie
23	0037	Hématurie / Héméralopie / Hémiplégie / Hémoptysie
24	0038	Hémoptysie
25	0039	Hémoptysie / Hémorrhagie
26	0040	Hémorrhagie
27	0041	Hémorrhagie
28	0042	Hémorrhagie
29	0043	Hémorrhagie
30	0044	Hémorrhagie
31	0045	Hémorrhagie
32	0046	Hémorrhagie
33	0047	Hémorrhagie
34	0048	Hémorrhagie
35	0049	Hémorrhagie
36	0050	Hémorrhagie
37	0051	Hémorrhagie
38	0052	Hémorrhagie
39	0053	Hémorrhagie
40	0054	Hémorrhagie
41	0055	Hémoptysie / Hémorrhagie bronchique / Hémorrhagie cérébrale / Hémorrhagie intestinale / Hémorrhoïdes
42	0056	Hémorrhoïdes
43	0057	Hémorrhoïdes
44	0058	Hémorrhoïdes
45	0059	Hémorrhoïdes / Hépatisation / Hépatite
46	0060	Hépatite
47	0061	Hépatite
48	0062	Hépatite
49	0063	Hépatite
50	0064	Hépatite
51	0065	Hépatite
52	0066	Hépatite
53	0067	Hépatite
54	0068	Hépatite
55	0069	Hépatite
56	0070	Hépatite / Hépatitis / Hépato-arachnoïdite / Hépatocèle / Hépato-céphalite
57	0071	Hépato-céphalite / Hépato-encéphalite / Hépato-gastrite / Hépatomphale / Herbir / Héréditaire, Hérédité
58	0072	Héréditaire, Hérédité
59	0073	Héréditaire, Hérédité / Hérisson (le) / Hernie
60	0074	Hernie
61	0075	Hernie
62	0076	Hernie
63	0077	Hernie
64	0078	Hernie
65	0079	Hernie
66	0080	Hernie
67	0081	Hernie
68	0082	Hernie
69	0083	Hernie
70	0084	Hernie
71	0085	Hernie
72	0086	Hernie
73	0087	Hernie
74	0088	Hernie
75	0089	Hernie
76	0090	Hernie
77	0091	Hernie
78	0092	Hernie
79	0093	Hernie
80	0094	Hernie
81	0095	Hernie
82	0096	Hernie
83	0097	Hernie
84	0098	Hernie
85	0099	Hernie
86	0100	Hernie
87	0101	Hernie
88	0102	Hernie
89	0103	Hernie
90	0104	Hernie
91	0105	Hernie
92	0106	Hernie
93	0107	Hernie
94	0108	Hernie
95	0109	Hernie
96	0110	Hernie
97	0111	Hernie
98	0112	Hernie
99	0113	Hernie
100	0114	Hernie
101	0115	Hernie
