page	refimg	chapitre
[sans numérotation]	0001	[Plat]
[sans numérotation]	0002	[Contreplat]
[sans numérotation]	0003	[Page de garde]
[page blanche]	0004	
[page blanche]	0005	
[page blanche]	0006	
[page blanche]	0007	
[page blanche]	0008	
[sans numérotation]	0009	[Page de titre]
[page blanche]	0010	
[sans numérotation]	0011	[Page de faux titre]
[sans numérotation]	0012	Errata du quatrième Volume
[sans numérotation]	0013	[Page de titre]
[page blanche]	0014	
1	0015	Dictionnaire de médecine, de chirurgie et d'hygiène vétérinaires. P - Phagédénique / Phalère / Phallite / Pharyngite / Pharyngo-laryngite / Pharyngotomie / Phimosis
2	0016	Phimosis
3	0017	Phimosis / Phlébite
4	0018	Phlébite
5	0019	Phlébite
6	0020	Phlébite / Phlébotomie / Phlegmasie / Phlégmatie / Phlégmatorrhagie / Phlegmon
7	0021	Phlegmon
8	0022	Phlegmon
9	0023	Phlegmon
10	0024	Phlegmon
11	0025	Phlegmon
12	0026	Phlegmon
13	0027	Phlegmon / Phlegmoneux / Phlogose / Phlyctène / Phrénésie
14	0028	Phrénésie / Phthiriase
15	0029	Phthiriase
16	0030	Phthiriase
17	0031	Phthiriase / Phthisie
18	0032	Phthisie
19	0033	Phthisie
20	0034	Phthisie
21	0035	Phthisie
22	0036	Phthisie
23	0037	Phthisie
24	0038	Phthisie
25	0039	Phthisie
26	0040	Phthisie
27	0041	Phthisie
28	0042	Phthisie
29	0043	Phthisie
30	0044	Phthisie
31	0045	Phthisie
32	0046	Phthisie
33	0047	Phthisie
34	0048	Phthisie
35	0049	Phthisie
36	0050	Phthisie
37	0051	Phthisie
38	0052	Phthisie
39	0053	Phthisie
40	0054	Phthisie
41	0055	Phthisie
42	0056	Phthisie calcaire / Phthisie nasale / Phthisie pulmonaire / Phthisie vermineuse du foie des vaches / Phthisique / Phtisurie / Phymatose / Physenterie / Physocèle / Physopneumonie / Pica / Picame / Picotin (le) / Picotte (la) / Picotte des vaches / Pied (maladies du)
43	0057	Pied (maladies du)
44	0058	Pied (maladies du)
45	0059	Pied (maladies du)
46	0060	Pied (maladies du)
47	0061	Pied (maladies du)
48	0062	Pied (maladies du)
49	0063	Pied (maladies du)
50	0064	Pied (maladies du)
51	0065	Pied (maladies du)
52	0066	Pied (maladies du)
53	0067	Pied (maladies du)
54	0068	Pied (maladies du)
55	0069	Pied (maladies du)
56	0070	Pied (maladies du)
57	0071	Pied (maladies du)
58	0072	Pied (maladies du)
59	0073	Pied (maladies du) / Pieds echauffés / Pieds morfondus / Pienne / Pierre / Piétain / Piété / Piétin
60	0074	Piétin
61	0075	Piétin
62	0076	Piétin
63	0077	Piétin
64	0078	Piétin
65	0079	Piétin
66	0080	Piétin
67	0081	Piétin
68	0082	Piétin
69	0083	Piétin
70	0084	Piétin
71	0085	Piétin
72	0086	Piétin
73	0087	Piétin
74	0088	Piétin
75	0089	Piétin
76	0090	Piétin
77	0091	Piétin
78	0092	Piétin
79	0093	Piétin
80	0094	Piétin / Picotte / Pinçart / Pinsanesse / Pique, Piquet / Piqûre
81	0095	Piqûre
82	0096	Piqûre
83	0097	Piqûre
84	0098	Piqûre
85	0099	Piqûre
86	0100	Piqûre
87	0101	Piqûre
88	0102	Piqûre
89	0103	Piqûre
90	0104	Piqûre
91	0105	Piqûre
92	0106	Piqûre
