page	refimg	chapitre
sn	0001	[Plat]
pb	0002	
sn	0003	[Page de titre]
sn	0004	1re Partie. Table par indications thérapeutiques des spécialités figurant dans cet ouvrage
sn	0005	Table par indications thérapeutiques des spécialités figurant dans cet ouvrage
sn	0006	I. - Alimentation - Régimes / II. - Antiseptiques - Désinfectants / III. - Appareil circulatoire
sn	0007	
sn	0008	IV. - Appareil digestif et ses annexes
sn	0009	
sn	0010	V. - Appareil génito-urinaire
sn	0011	VI. - Appareil respiratoire
sn	0012	
sn	0013	VII. - Arthritisme - Goutte - Rhumatisme - Algies diverses
sn	0014	VIII. - Dermatoses - Plaies
sn	0015	IX. - Gynécologie - Obstétrique
sn	0016	X. - Hémostatiques
sn	0017	XI. - Maladies infectieuses et parasitaires
sn	0018	XII. - Ophtalmologie / XIII. - Opothérapie - Vaccinothérapie - produits divers
sn	0019	XIV. - Oto-rhino-laryngologie / XV. - Reconstituants - Recalcifiants - Toniques
sn	0020	
sn	0021	
sn	0022	XVI. - Stomatologie / XVII. - Syphilis
sn	0023	XVIII. - Système nerveux
sn	0024	XIX. - Tuberculose
sn	0025	
sn	0026	XX. - Tumeurs - Cancer
sn	0027	2e Partie. Dictionnaire de spécialités pharmaceutiques
2	0028	Acétylarsan / Acodros
3	0029	Adral / Adrémine
4	0030	Adrénaline / Adrénoléine
5	0031	Adrépatine / Aérophagyl
6	0032	Aethone
7	0033	Agocholine
8	0034	Agomensine Ciba / Airol « Roche »
9	0035	Albuplast Vigier / Alepsal Genévrier
10	0036	Algarol Beaucourt / Algatan
11	0037	Algocratine / Alibourine
12	0038	Aliment Tinardon / Allocaïne Lumière
13	0039	Allonal « Roche »
14	0040	Aloysine / Alucol Wander
15	0041	Alunozal / Amibiasine
16	0042	Amidal / Amino-Sel Byla
17	0043	Ampoules Boissy / Ampoules Churchill
18	0044	Ampoules de Digalène « Roche » / Ampoules névrosthéniques Dausse
19	0045	Ampoules de Pantopon « Roche » / Ampoules Reipar
20	0046	Ampoules de Sécacornine « Roche » / Ampoules de Spasmalgine « Roche »
21	0047	Ampoules de Théobryl « Roche » / Amylodiastase Thépénier
22	0048	Anapeptone Vassal / Anaquintine Lescène
23	0049	Androstine Ciba / Anégrine
24	0050	Anexol / Angiolymphe du Docteur Rous
25	0051	Aniodol
26	0052	Antalgol Dalloz / Antasthène
27	0053	Anthéma. Sérum sérique antihémorragique des Docteurs Dufour et Le Hello / Anthraxone-Fornet
28	0054	Antialgos Christiaens / Anti-asthmatiques du Docteur Cléry
29	0055	Antiasthme Bengalais
30	0056	Anti-asthmine Dehaussy
31	0057	Antigrippine Midy / Antiphi
32	0058	Antiphlogistine / Antiphlogosine
33	0059	Antipur / Antiphymique Vadam
34	0060	Antirrhoïde / Antivirus
35	0061	Antonal / Anusol
36	0062	Aphloïne Trouette-Perret / Apioline Chapoteaut
37	0063	Aquintol / Arhéol
38	0064	Arhémapectine Gallier
39	0065	Arhine Lambiotte Frères / Arquéritol Lesure
40	0066	Arrhénuclène Bergevin / Arséniode Buriat
41	0067	Arsénicaux Bouty
42	0068	Arsénofixine Lindeux / Arsycodile
43	0069	Arsylène « Roche »
44	0070	Artérion Vincardi / Artério-Veinine
45	0071	Arthritose / Ascéine
46	0072	Asciatine / Ascoléine Rivier
47	0073	Astasol Douetteau
48	0074	Asthmylose / Atemnol
49	0075	Atophan Cruet / Atoquinol Ciba
50	0076	Atural
51	0077	Avanazol Couturieux / Azotyl
52	0078	Azufrol
53	0079	Backérine / Bain Carré
