page	refimg	chapitre
sn	0001	[Plat]
pb	0002	
sn	0003	[Page de titre]
pb	0004	
sn	0005	Au corps médical
sn	0006	Au corps médical
sn	0007	Au corps médical
sn	0008	
sn	0009	Première partie. Classification des chapitres par actions médicamenteuses et indications thérapeutiques
pb	0010	
sn	0011	I. - Appareil circulatoire. thérapeutique générale / thérapeutique spéciale / II. - Appareil digestif. thérapeutique générale
sn	0012	Thérapeutique spéciale / III. - Appareil génito-urinaire. thérapeutique générale
sn	0013	Thérapeutique spéciale / IV. - Appareil respiratoire. thérapeutique générale / thérapeutique spéciale
sn	0014	V. - Chirurgie - thérapeutique externe. thérapeutique générale / thérapeutique spéciale / VI. - Diététique / VII. - Instrumentation - Appareils / VIII. - Maladies de la nutrition et par carence. thérapeutique générale / thérapeutique spéciale
sn	0015	Thérapeutique spéciale / IX. - Maladies de la peau. thérapeutique générale / thérapeutique spéciale / X. - Maladies infectieuses. thérapeutique générale
sn	0016	Thérapeutique générale / thérapeutique spéciale / XI. - Maladies parasitaires / XII. - Ophtalmologie / XIII. - Opothérapie / XIV. - Oto-Rhino-Laryngologie. thérapeutique générale
sn	0017	Thérapeutique générale / thérapeutique spéciale / XV. - Radiographie / XVI. - Stomatologie / XVII. - Syphilis / XVIII. - Système nerveux. thérapeutique générale
sn	0018	Thérapeutique spéciale / XIX. - Tuberculose / XX. - Tumeurs - Cancer
sn	0019	Table par actions médicamenteuses et indications thérapeutiques des spécialités figurant dans cet ouvrage
pb	0020	
sn	0021	Appareil circulatoire T. G. Antispasmodiques artériels / Diurétiques / Hémostatiques
sn	0022	Hémostatiques / Modérateurs cardiaques / Toni-cardiaques
sn	0023	Toni-cardiaques / Vaso-constricteurs artériels hypertenseurs / Vaso-constricteurs veineux
sn	0024	Vaso-dilatateurs artériels hypotenseurs
sn	0025	Vaso-dilatateurs artériels hypotenseurs / Appareil circulatoire T. S. Anémies - Chlorose
sn	0026	Anémies - Chlorose
sn	0027	Anémies - Chlorose / Angine de poitrine
sn	0028	Angine de poitrine / Artério-sclérose et ses complications
sn	0029	Artério-sclérose et ses complications / Artérites - Aortites - Claudication intermittente
sn	0030	Artérites - Aortites - Claudication intermittente / Arythmies
sn	0031	Arythmies / Cardiopathies aiguës / Éréthisme - Tachycardie - Palpitations
sn	0032	Éréthisme - Tachycardie - Palpitations / Gangrènes, syndrome de Raynaud / Hémophilie / Hémorragies / Hémorroïdes, varices, phlébites
sn	0033	Hémorroïdes, varices, phlébites
sn	0034	Hypertension
sn	0035	Hypertension / Hypotension / Insuffisances cardiaques - hyposystolie - Asystolie
sn	0036	Insuffisances cardiaques hyposystolie - Asystolie / Leucémie - Lymphadénie / Oedèmes périphériques
sn	0037	Oedèmes périphériques / Purpura / Shock - Accidents sériques / Appareil digestif T. G. Alcalins - Saturants
sn	0038	Alcalins - Saturants / Antidiarrhéiques / Antiémétisants / Antiseptiques intestinaux antifermentescibles
sn	0039	Antiseptiques intestinaux antifermentescibles / Antispasmodiques et sédatifs
sn	0040	Antispasmodiques et sédatifs / Cholagogues
sn	0041	Cholagogues / Eupeptiques - Stomachiques
sn	0042	Eupeptiques - Stomachiques / Laxatifs - Purgatifs
sn	0043	Laxatifs - Purgatifs
sn	0044	Laxatifs - Purgatifs / Pansements gastriques / Stimulants de la sécrétion et de la motilité gastrique / Vaccinothérapie
sn	0045	Vaccinothérapie / Appareil digestif T. S. Aérophagie - Dilatation de l'estomac
sn	0046	Anaphylaxie alimentaire / Anorexie
