page	refimg	numauto	chapitre
sn	0001	7721864	[Plat]
pb	0002	7721865	
sn	0003	7721866	[Page de titre]
sn	0004	7721867	
sn	0005	7721868	1re Partie. Table par indications thérapeutiques des spécialités figurant dans cet ouvrage
pb	0006	7721869	
sn	0007	7721870	Table par indications thérapeutiques des spécialités figurant dans cet ouvrage
sn	0008	7721871	I. - Alimentation - Régimes / II. - Antiseptiques - Désinfectants
sn	0009	7721872	III. - Appareil circulatoire
sn	0010	7721873	
sn	0011	7721874	IV. - Appareil digestif et ses annexes
sn	0012	7721875	
sn	0013	7721876	
sn	0014	7721877	
sn	0015	7721878	V. - Appareil génito-urinaire
sn	0016	7721879	VI. - Appareil respiratoire
sn	0017	7721880	
sn	0018	7721881	VII. - Arthritisme - Goutte - Rhumatisme - Algies diverses
sn	0019	7721882	
sn	0020	7721883	VIII. - Dermatoses - Plaies
sn	0021	7721884	
sn	0022	7721885	IX. - Gynécologie - Obstétrique
sn	0023	7721886	X. - Hémostatiques
sn	0024	7721887	XI. - Maladies infectieuses et parasitaires
sn	0025	7721888	XII. - Ophtalmologie / XIII. - Opothérapie - Vaccinothérapie - produits divers
sn	0026	7721889	XIV. - Oto-rhino-laryngologie
sn	0027	7721890	XV. - Reconstituants - Recalcifiants - Toniques
sn	0028	7721891	
sn	0029	7721892	
sn	0030	7721893	
sn	0031	7721894	XVI. - Stomatologie / XVII. - Syphilis
sn	0032	7721895	XVIII. - Système nerveux
sn	0033	7721896	
sn	0034	7721897	
sn	0035	7721898	XIX. - Tuberculose
sn	0036	7721899	
sn	0037	7721900	XX. - Tumeurs - Cancer
pb	0038	7721901	
sn	0039	7721902	2e Partie. Dictionnaire de spécialités pharmaceutiques
pb	0040	7721903	
3	0041	7721904	Absuric / Acécoline
4	0042	7721905	Acésine Guillaumin / Acétylarsan
5	0043	7721906	Acimyl / Acodros
6	0044	7721907	Acolitol
7	0045	7721908	Actine
8	0046	7721909	A. D. Grosjean
9	0047	7721910	Adoverne « Roche »
10	0048	7721911	Adral / Adrénaline Clin
11	0049	7721912	Adrénaline Invar / Adrénine
12	0050	7721913	Adrénocalcine / Adrénoléine
13	0051	7721914	Adrépatine / Adrialgine
14	0052	7721915	Adrianine / Aérophagyl
15	0053	7721916	Aethone / Agamétol
16	0054	7721917	Agarase
17	0055	7721918	Agocholine
18	0056	7721919	Agomensine Ciba / Airoglyce
19	0057	7721920	Airol « Roche » / Albuplast Vigier
20	0058	7721921	Alepsal Genévrier / Alexime. Anciennement « Alexine »
21	0059	7721922	Algatan / Algocratine
22	0060	7721923	Alibourine / Aliment Tinardon
23	0061	7721924	Allisatine « Sandoz » / Allocaïne Lumière
24	0062	7721925	Allochrysine Lumière
25	0063	7721926	Allonal « Roche »
26	0064	7721927	Allophaquina / Aloïne Houdé
27	0065	7721928	Aloysine / Alucol Wander
28	0066	7721929	Alunozal / Amibiasine
29	0067	7721930	Amidal / Amino-Sel Byla
30	0068	7721931	Ampho-Vaccins de Ronchèse / Ampoules Boissy
31	0069	7721932	Ampoules de Digalène « Roche » / Ampoules névrosthéniques Dausse
32	0070	7721933	Ampoules de Pantopon « Roche » / Ampoules Reipar
33	0071	7721934	Ampoules de sécacornine « Roche » / Ampoules de spasmalgine « Roche »
34	0072	7721935	Ampoules de Théobryl « Roche » / Amylodiastase Thépénier
35	0073	7721936	Anapeptone Vassal / Anaquintine Lescène
36	0074	7721937	Androstine Ciba / Anégrine
37	0075	7721938	Anexol / Angiolymphe du Docteur Rous
38	0076	7721939	Angioxyl du Docteur Roussel
39	0077	7721940	Aniodol
40	0078	7721941	Antacidyl / Antalgol Dalloz
41	0079	7721942	Antasthène / Anthéma. Sérum sérique antihémorragique des Docteurs Dufour et Le Hello
42	0080	7721943	Anthraxone-Fornet / Antialgos Christiaens
43	0081	7721944	Antiasthme Bengalais
44	0082	7721945	Anti-asthmine Dehaussy
45	0083	7721946	Antigénines
46	0084	7721947	Antigrippine Midy / Antiphi
47	0085	7721948	Antiphlogistine / Antiphlogosine
48	0086	7721949	Antiphymique Vadam / Antipsorine
49	0087	7721950	Antirrhoïde / Antivirus
50	0088	7721951	Antonal / Anusol Mialhe
51	0089	7721952	Aphloïne Trouette-Perret / Aphosal
52	0090	7721953	Apioline Chapoteaut / Aquintol Petit-Mialhe
53	0091	7721954	Ardogène / Argybil
54	0092	7721955	Argycuprol
55	0093	7721956	Arhémapectine Gallier
56	0094	7721957	Arhéol / Arhine Lambiotte Frères
57	0095	7721958	Arquéritol Lesure / Arrhénal Adrian
58	0096	7721959	Arrhénomartiol / Arrhénuclène Bergevin
59	0097	7721960	Arsaminol / Arsénicaux Bouty
60	0098	7721961	Arséniode Buriat / Arsycodile
61	0099	7721962	Artérion Vincardi / Artério-Veinine
62	0100	7721963	Arsi-Strychnal Longuet
63	0101	7721964	Arsylène « Roche »
64	0102	7721965	Ascéine / Asclérosol
65	0103	7721966	Ascoléine Rivier / Aseptone
66	0104	7721967	Asthmylose / Atemnol
67	0105	7721968	Athérolysine / Atolysan
68	0106	7721969	Atophan-Cruet / Atoquinol Ciba
69	0107	7721970	Atural
70	0108	7721971	Avanazol Couturieux / Azotyl
71	0109	7721972	Azufrol
72	0110	7721973	Babeurre Nutricia / Backérine
pb	0111	7721974	
74	0112	7721975	Bacté-Phages
75	0113	7721976	Bacté-Phages
76	0114	7721977	Bactériophages Leclerc
77	0115	7721978	Bactioxyne / Bain carbogazeux Wolo
78	0116	7721979	Bain Carré / Ballotyl
79	0117	7721980	Balmiga / Balsamol Lescène
80	0118	7721981	Balsoforme / Bardane stabilisée Dausse
81	0119	7721982	Baume Aroma
82	0120	7721983	Baume du Docteur Baissade
83	0121	7721984	Baume Bengué / Baume Delacour
84	0122	7721985	Baume de la maternité / Baume Rhodia
85	0123	7721986	Baume Saint-Antoine / Baume Sélénia au sélénium colloïdal
86	0124	7721987	Baume Suelta / Baumolacpinine
87	0125	7721988	Béatol
88	0126	7721989	Beef Lavoix ou Vin de Lavoix / Belhémine
89	0127	7721990	Belladénal « Sandoz » / Belladone Dausse
90	0128	7721991	Bellafoline « Sandoz » / Bemax
91	0129	7721992	Benzo-Bismuth Millot
92	0130	7721993	Benzoflorine Julien / Benzo-Iodhydrine (Capsules de)
93	0131	7721994	Benzolactine / Benzolactol
94	0132	7721995	Benzophosphine Christiaens / Benzyanyl
95	0133	7721996	Benzylol / Berkendyl
96	0134	7721997	Bétul-Ol Midy
97	0135	7721998	Bexinine
98	0136	7721999	Biazan / Bi-Citrol Marinier
99	0137	7722000	Bicollyre / Biléyl Fournier
100	0138	7722001	Biliase Raby / Bilifluine du Docteur L. Bignon
101	0139	7722002	Bilirhéïne / Biliogastrine Chevillon
102	0140	7722003	Bilivaccin / Biocalcose
103	0141	7722004	Biodermyl Monal
104	0142	7722005	Biodynamine
105	0143	7722006	Biogastrine / Biogénol Demasles
106	0144	7722007	Biolactyl Fournier
107	0145	7722008	Bionergyl / Biophorine Girard
108	0146	7722009	Biophytol
